"ticket_no","name","ticket_title","description_plain","comments","solution"
T030465,,Multiple entry created by the system for the same visitor.,Thank you for your support. Request you to share your feedback and rate our services offered by clicking the feedback link below.,"1. The client reported that duplicate entries are being generated for multiple visitors on a daily basis.
2. This issue has already been escalated to the Product Development team, and a software patch update is required to resolve the problem.
3. I informed the client that the software patch update process is currently in progress and we are awaiting approval from the Zydus HO team.
4. I have transferred this case to the Level 2 support team for further action.","1. This case has already been escalated to the Product Development Team, and it requires software patch updates to fully resolve the issue.
2. However, since the approval from Zydus HO has not yet been received, we are unable to proceed with the patch deployment at this time."
T030465,,Multiple entry created by the system for the same visitor.,Thank you for your support. Request you to share your feedback and rate our services offered by clicking the feedback link below.,Need to update the software patches to solve this concern.,"1. This case has already been escalated to the Product Development Team, and it requires software patch updates to fully resolve the issue.
2. However, since the approval from Zydus HO has not yet been received, we are unable to proceed with the patch deployment at this time."
T030465,,Multiple entry created by the system for the same visitor.,Thank you for your support. Request you to share your feedback and rate our services offered by clicking the feedback link below.,"1. This case has already been escalated to the Product Development Team, and it requires software patch updates to fully resolve the issue.
2. However, since the approval from Zydus HO has not yet been received, we are unable to proceed with the patch deployment at this time.","1. This case has already been escalated to the Product Development Team, and it requires software patch updates to fully resolve the issue.
2. However, since the approval from Zydus HO has not yet been received, we are unable to proceed with the patch deployment at this time."
T030466,BIOT,Device not getting online.,Device not getting online.,"After remotely accessing the system, I initiated the process by inputting the necessary router details, ensuring a seamless configuration process. This involved establishing a secure router ID password to safeguard the network from unauthorized access. Next, I carefully configured the Wi-Fi frequency to operate at 2.4 GHz, a common choice for its wider range coverage and compatibility with various devices. This step was crucial in optimizing the network performance for the client's specific needs. Subsequently, I guided the client through the steps required to connect to the newly configured Wi-Fi network using the designated biot application. This involved them through the application interface and assisting them in inputting the required information, such as the network name (SSID) and the secure password. Once the client successfully inputted the necessary details, the connection was established between their device and the Wi-Fi network. This ensured that they could seamlessly access the internet and other network resources without any disruptions. Furthermore, recognizing the importance of ensuring continuous connectivity, I provided clear instructions to the client on how to reconnect to the Wi-Fi network in case of any disconnection issues. This included troubleshooting steps such as restarting the device, checking for any interference, and verifying the Wi-Fi settings. By empowering the client with this knowledge, I aimed to minimize any potential downtime and ensure a smooth user experience with their newly configured Wi-Fi network.
","After remotely accessing the system, I initiated the process by inputting the necessary router details, ensuring a seamless configuration process. This involved establishing a secure router ID password to safeguard the network from unauthorized access. Next, I carefully configured the Wi-Fi frequency to operate at 2.4 GHz, a common choice for its wider range coverage and compatibility with various devices. This step was crucial in optimizing the network performance for the client's specific needs. Subsequently, I guided the client through the steps required to connect to the newly configured Wi-Fi network using the designated biot application. This involved them through the application interface and assisting them in inputting the required information, such as the network name (SSID) and the secure password. Once the client successfully inputted the necessary details, the connection was established between their device and the Wi-Fi network. This ensured that they could seamlessly access the internet and other network resources without any disruptions. Furthermore, recognizing the importance of ensuring continuous connectivity, I provided clear instructions to the client on how to reconnect to the Wi-Fi network in case of any disconnection issues. This included troubleshooting steps such as restarting the device, checking for any interference, and verifying the Wi-Fi settings. By empowering the client with this knowledge, I aimed to minimize any potential downtime and ensure a smooth user experience with their newly configured Wi-Fi network.
"
T030467,iApp,Canceled: Lapsed C-off in Annual Leave Card,"Dear Sandip, Pl. find below teams meeting for further discussion. ________________________________________________________________________________ Microsoft Teams Need help? Join the meeting now Meeting ID: 415 005 681 875 2 Passcode: 9xL7ci6k For organizers: Meeting options ________________________________________________________________________________",Forward to Sandip Sir.,"Since the ticket was generated in relation to the meeting, we have closed it."
T030467,iApp,Canceled: Lapsed C-off in Annual Leave Card,"Dear Sandip, Pl. find below teams meeting for further discussion. ________________________________________________________________________________ Microsoft Teams Need help? Join the meeting now Meeting ID: 415 005 681 875 2 Passcode: 9xL7ci6k For organizers: Meeting options ________________________________________________________________________________",Ticket Details Changed,"Since the ticket was generated in relation to the meeting, we have closed it."
T030467,iApp,Canceled: Lapsed C-off in Annual Leave Card,"Dear Sandip, Pl. find below teams meeting for further discussion. ________________________________________________________________________________ Microsoft Teams Need help? Join the meeting now Meeting ID: 415 005 681 875 2 Passcode: 9xL7ci6k For organizers: Meeting options ________________________________________________________________________________","Since the ticket was generated in relation to the meeting, we have closed it.","Since the ticket was generated in relation to the meeting, we have closed it."
T030468,,Time Display Issue,Hi Kindly check attach snapshot. Time display on R & D Canteen is not showing properly. Please update the time settings to reflect the correct time.,,
T030469,iApp,Spectra Client Service terminated ,Spectra Client Service terminated ,Assigned to Milan ,We have replaced spectra client and install VC2013++ and VC2010++ patches to resolved
T030469,iApp,Spectra Client Service terminated ,Spectra Client Service terminated ,We have replaced spectra client and install VC2013++ and VC2010++ patches to resolved,We have replaced spectra client and install VC2013++ and VC2010++ patches to resolved
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.",Forward to Sandip Sir,
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.","I will discuss this case with Mobin and take appropriate action.""",
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.","I will discuss this case with Mobin and take appropriate action.""",
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.","Dear Sir,

Further to the trailing email, we have confirmed with our AMC team that an engineer visit to your Bengaluru location will be on a chargeable basis.

Kindly confirm if you wish to proceed with the chargeable Engineer visit so that we can initiate the process of sending you the quotation.",
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.","Dear Sir,

As per trailing mail, I had a discussion with Mr. Bharat Joshi from the RAC IT Solutions regarding this case.

He said that you can send the quotation directly to Veeda Lifesciences.",
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.","Dear Sir,

As per the trailing mail, we have check and found that the Spectra material was procured through RAC IT Solutions Pvt. Ltd. As a result, Veeda Lifesciences is not currently registered in our system.

Kindly share the GST certificate along with the billing and shipping address details, so we can proceed with registering Veeda Lifesciences and issue the quotation accordingly.
Best Regards,",
T030470,iApp,Urgent Support Required : Door Access Problem in 2nd floor,"Dear Diwakar,

 

We’ve checked all the connections on both the controller and reader sides, and we’ve redone the termination as well.

However, we’re still facing the same issue after reconnection.

 

Also, today another door on the same controller is also having the same problem, which makes us suspect/malfunctioning there could be a fault with the controller board itself.

 

Could you please arrange for an engineer to visit our site and check the system? That would help us get everything back on track.","Hello,

The Visit charges @ Rs. 3000/- Plus 18% GST. Kindly find attach quotation.

Please request to Verify and confirm. Kindly share the payment release details for scheduling the visit.

Order to be placed on:

Spectra Technovision (India) Pvt. Ltd.

707-708-709, Venus Atlantis Corporate Park, Prahladnagar, Ahmedabad-380015
GST No.: 24AAICS3704J1ZE


Bank Details:

Account Name: SPECTRA TECHNOVISION (INDIA) PVT. LTD.
Account Number: 00482560001403
Bank Name: HDFC Bank Ltd.
Branch: Vejalpur, Ahmadabad - 38 ",
T030471,BioStamp 2C,Need to send it to service center,Biostamp 2c device needs to be send to service center for repair.,Sending RMA for device,Verified Rma for RMA001340
T030473,,BIOMETRIC MACHINE NOT WORKING,"Dear Concerned, Our Biometric machine (010.000.186.015) has not been working since 21/05/25 07:00:50 . Our local IT team tried pinging this machine and it successfully did. So it seems that the device is offline . Kindly look into the matter and do the needful. Thanks &",I told client to restart the device physically and they will let me know .,We physically restart the device and also their pending data comes into software .
T030473,,BIOMETRIC MACHINE NOT WORKING,"Dear Concerned, Our Biometric machine (010.000.186.015) has not been working since 21/05/25 07:00:50 . Our local IT team tried pinging this machine and it successfully did. So it seems that the device is offline . Kindly look into the matter and do the needful. Thanks &",Client will update me after restarting the device physically .,We physically restart the device and also their pending data comes into software .
T030474,,FW: Leave: Dr Jitesh Desai,"Dear Team, We had mailed a query on 15.05.2025, a per attached mail, however we have not received any confirmation that problem is resolved, we have already deleted approved leave, if problem is not solved, it may turned in to loss of pay. Thanks & Regards Sunil Shelke Manager – Human Resources Now you can contact us on my direct office number 02662679121 or contact our reception number 02662-679100, 02662-279130” E – sunil.shelke@zyduslife.com A – Zydus Lifesciences Limited (Formerly known as Cadila Healthcare Limited) Plot No. 26-29 & 31, Dabhasa-Umraya Road, Vill. – Dabhasa, 391440, Tal: Padra, Dist: Vadodara W – www.zyduslife.com From: Jitesh A Desai - DBH <Jitesh.Desai@zyduslife.com> Sent: 21 May 2025 14:48 To: Sunil Shelke <Sunil.Shelke@zyduslife.com> Subject: FW: Leave: Dr Jitesh Desai Dear Sunil Bhai, Still issue not resolved. System not considering Weak off on 4 and 5th Apri-25. With warm regards, Dr. Jitesh Desai GM-R&D Zydus API Park (O) 02652315 303 (M) 8128691690 From: Jitesh A Desai - DBH Sent: 24 April 2025 12:32 To: Sunil Shelke <Sunil.Shelke@zyduslife.com> Subject: Leave: Dr Jitesh Desai Dear Sunil Bhai, I have taken leave from 1-Apr-25 to 7-Apr-25. On 5 and 6-Apr, we have holidays (2 days) but when I am applying for leave for 7 days (1-Apr to 7-Apr) , system is not considering this leave as sandwich leave. If I apply leave from 4 to 7-Apr, system is considering as sandwich leave but unable to apply leave from 1-Apr to 3-Apr. Kindly do needful. With warm regards, Dr. Jitesh Desai GM-R&D Zydus API Park (O) 02652315 303 (M) 8128691690 Disclaimer: The information contained in this electronic message or in any trailing messages herein or in any attachments to this message is confidential, legally privileged and non-public information, intended to be conveyed only to the designated recipient(s). If you are not the intended recipient of this electronic message, please notify the sender immediately, delete this electronic message and its attachments, without reading or saving them in any manner and preserve its confidentiality. You are hereby notified that any unauthorized distribution, disclosure, copying, review, retransmission, dissemination or other use of this electronic message or the information contained in it, is strictly prohibited and may be unlawful. Before opening any attachment(s) to this electronic message, please check them for viruses and defects. Neither sender nor his/her organization accepts any liability for damage caused by any virus transmitted by this electronic message.’ If the disclaimer can't be applied, take no action. Disclaimer: The information contained in this electronic message or in any trailing messages herein or in any attachments to this message is confidential, legally privileged and non-public information, intended to be conveyed only to the designated recipient(s). If you are not the intended recipient of this electronic message, please notify the sender immediately, delete this electronic message and its attachments, without reading or saving them in any manner and preserve its confidentiality. You are hereby notified that any unauthorized distribution, disclosure, copying, review, retransmission, dissemination or other use of this electronic message or the information contained in it, is strictly prohibited and may be unlawful. Before opening any attachment(s) to this electronic message, please check them for viruses and defects. Neither sender nor his/her organization accepts any liability for damage caused by any virus transmitted by this electronic message.’ If the disclaimer can't be applied, take no action.",Duplicate ticket id T030101,Duplicate ticket id T030101
T030475,BIOT,"""When a new user is added in the application, an error is displayed.","When a new user is added in the application, an error is displayed.","As per the remote session, we tried to add a user to the system, but it showed the message: 'Mobile number is already registered with us.' After confirming with the client, we found that they had mistakenly created their own account. The client has now requested that we delete the company from our end. We will forward this issue to the QC team for deleting a employee from our end.
Note:- Please delete this number 8097397736 from our end.","I have deleted the company associated with this number, as instructed by the QC team.
After that, we added the user to the application and confirmed that the user was successfully added and all the data was correctly reflected in the software.
Now the reported issue has been resolved."
T030475,BIOT,"""When a new user is added in the application, an error is displayed.","When a new user is added in the application, an error is displayed.","
We have cross checked all parameter but not found any log ,escalate to QC team ","I have deleted the company associated with this number, as instructed by the QC team.
After that, we added the user to the application and confirmed that the user was successfully added and all the data was correctly reflected in the software.
Now the reported issue has been resolved."
T030475,BIOT,"""When a new user is added in the application, an error is displayed.","When a new user is added in the application, an error is displayed.",I have deleted the company which is associated with this no. Kindly check once.,"I have deleted the company associated with this number, as instructed by the QC team.
After that, we added the user to the application and confirmed that the user was successfully added and all the data was correctly reflected in the software.
Now the reported issue has been resolved."
T030475,BIOT,"""When a new user is added in the application, an error is displayed.","When a new user is added in the application, an error is displayed.","I have deleted the company which is associated with this no. Now all the data is successfully reflected in the software. 
Now the reported issue has been resolved.","I have deleted the company associated with this number, as instructed by the QC team.
After that, we added the user to the application and confirmed that the user was successfully added and all the data was correctly reflected in the software.
Now the reported issue has been resolved."
T030476,iApp,API Discussion,API Discussion,assign to milanbhai,"Meeting done and guided to assign for shift and attendance according to punch,also guided for leave import data "
T030476,iApp,API Discussion,API Discussion,"Meeting done and guided to assign for shift and attendance according to punch,also guided for leave import data ","Meeting done and guided to assign for shift and attendance according to punch,also guided for leave import data "
T030477,iApp,Unit-1 DC Emergency Door Issue || T030404,"Hello Sir,

We tried to contact you at 9810340567, but were unable to reach you due to some reason. Kindly get in touch with us at your earliest convenience so we can assist you further.

-- ",Forward to Sandip Sir.,Meeting Done For Device offline and this case on work Kunal so we have close the ticket.
T030477,iApp,Unit-1 DC Emergency Door Issue || T030404,"Hello Sir,

We tried to contact you at 9810340567, but were unable to reach you due to some reason. Kindly get in touch with us at your earliest convenience so we can assist you further.

-- ",Meeting Done For Device offline and this case on work Kunal so we have close the ticket.,Meeting Done For Device offline and this case on work Kunal so we have close the ticket.
T030478,,Request for Support Regarding the Error code:2147217833.,"Hi Team, I hope this message finds you well. I am writing to report an issue I have encountered with NetXsDownloading while swiping the Access card. The Error code: 2147217833. I have attached a screenshot of the error, and I would appreciate your assistance in resolving it. Thanks&",,
T030480,,Error show in Arswin.,"Dear Sir, Please find attached screenshot of the showing error message. Thanks &","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number T030501 for further resolution/where issue has been already resolved.
","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number T030501 for further resolution/where issue has been already resolved.
"
T030482,,"136276 - MUNMUN KUMAR",Kindly shift punch 18-05-25 (06:04) to dated 19-05-2025 as we are unable to approve Overtime application. 136276 - MUNMUN KUMAR,"Kindly change the shift for 18th May from Shift B to Shift A. Once the shift is updated, the punch will move to the next date.

After the punch has been moved, please delete the application and then revert the shift back to its original setting , then move the punch to the next day .  Following these steps should resolve the issue you had reported.","Kindly change the shift for 18th May from Shift B to Shift A. Once the shift is updated, the punch will move to the next date.

After the punch has been moved, please delete the application and then revert the shift back to its original setting , then move the punch to the next day .  Following these steps should resolve the issue you had reported."
T030483,ARSWin-Net,Re-installation,Re-installation,"As per the client, we will be connecting tomorrow; they agreed to give remote access .","
As per today's remote session we checked the priviously re-installed netxs with there data and report also we have check reports from both netxs and arswin , they were also working perfectly , as data is downloading from march to may client concluded issue is resolved hence ticket is closed"
T030483,ARSWin-Net,Re-installation,Re-installation,we will be connecting tomorrow,"
As per today's remote session we checked the priviously re-installed netxs with there data and report also we have check reports from both netxs and arswin , they were also working perfectly , as data is downloading from march to may client concluded issue is resolved hence ticket is closed"
T030483,ARSWin-Net,Re-installation,Re-installation,"As per today's remote session we checked the priviously re-installed netxs with there data and report also we have check reports from both netxs and arswin , they were also working perfectly , as data is downloading from march to may client concluded issue is resolved hence ticket is closed ","
As per today's remote session we checked the priviously re-installed netxs with there data and report also we have check reports from both netxs and arswin , they were also working perfectly , as data is downloading from march to may client concluded issue is resolved hence ticket is closed"
T030484,,Communication between Net Server and ARS Winnet,"Good Afternoon,Below are the details of the end-client who is facing issues with the communication between Netserver and ARS Winnet. Kindly provide support as soon as possible. EndClient Company Name L&T Toshibha End Client Site Address Chennai End Client Land Line Number End Client Contact Person Name Karthik End Client Contact Number 9941914570 End Client Contact email Vendor Company Name Swipe Technologies Vendor Engineer Name Rithik Sudharshan Vendor Contact Number 9841688961 Vendor Contact email support@swipetechnologies.in Warranty / AMC (Yes/No) AMC Software (iApp, NextXS, ARS Win etc.) ARS Winnet Issue Description Netserver and ARS winnet not communicating RegardsSoftware Support EngineerRithik Sudharshan V+91 9841688961Swipe Technologies#M34,4A,Classic Ramaniyam Rudhra,East Avenue,Kamaraj Nagar,Thiruvanmuiyur,Chennai-600041.phone : 044 24482993 / 044 48595758 | support mobile : +91 9841688961 / 43 | support email : support@swipetechnologies.in",Duplicate ticket T030522.,Duplicate ticket T030522.
T030485,iApp,Spectra Data Not Synced to Adrenalin HRMS Since 21st April 2025(Priority),"Hi Team, Requesting your urgent attention on the below issue. The Spectra data for the employee attendance has not been pushed to Adrenalin HRMS from 21st April 2025 till date. This is impacting our HR operations and needs immediate resolution. We request someone from the concerned team to connect with the HRMS support team and work together to identify and fix the issue at the earliest. Please treat this as a priority and keep us updated on the progress. AP1245 ^ Yathish S P",We will connect tomorrow at 11 AM.,"We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

"
T030485,iApp,Spectra Data Not Synced to Adrenalin HRMS Since 21st April 2025(Priority),"Hi Team, Requesting your urgent attention on the below issue. The Spectra data for the employee attendance has not been pushed to Adrenalin HRMS from 21st April 2025 till date. This is impacting our HR operations and needs immediate resolution. We request someone from the concerned team to connect with the HRMS support team and work together to identify and fix the issue at the earliest. Please treat this as a priority and keep us updated on the progress. AP1245 ^ Yathish S P",We will connect tomorrow at 11 AM.,"We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

"
T030485,iApp,Spectra Data Not Synced to Adrenalin HRMS Since 21st April 2025(Priority),"Hi Team, Requesting your urgent attention on the below issue. The Spectra data for the employee attendance has not been pushed to Adrenalin HRMS from 21st April 2025 till date. This is impacting our HR operations and needs immediate resolution. We request someone from the concerned team to connect with the HRMS support team and work together to identify and fix the issue at the earliest. Please treat this as a priority and keep us updated on the progress. AP1245 ^ Yathish S P",Ticket Details Changed,"We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

"
T030485,iApp,Spectra Data Not Synced to Adrenalin HRMS Since 21st April 2025(Priority),"Hi Team, Requesting your urgent attention on the below issue. The Spectra data for the employee attendance has not been pushed to Adrenalin HRMS from 21st April 2025 till date. This is impacting our HR operations and needs immediate resolution. We request someone from the concerned team to connect with the HRMS support team and work together to identify and fix the issue at the earliest. Please treat this as a priority and keep us updated on the progress. AP1245 ^ Yathish S P",Need to forward to L2.,"We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

"
T030485,iApp,Spectra Data Not Synced to Adrenalin HRMS Since 21st April 2025(Priority),"Hi Team, Requesting your urgent attention on the below issue. The Spectra data for the employee attendance has not been pushed to Adrenalin HRMS from 21st April 2025 till date. This is impacting our HR operations and needs immediate resolution. We request someone from the concerned team to connect with the HRMS support team and work together to identify and fix the issue at the earliest. Please treat this as a priority and keep us updated on the progress. AP1245 ^ Yathish S P",Need to forward to L2.,"We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

"
T030485,iApp,Spectra Data Not Synced to Adrenalin HRMS Since 21st April 2025(Priority),"Hi Team, Requesting your urgent attention on the below issue. The Spectra data for the employee attendance has not been pushed to Adrenalin HRMS from 21st April 2025 till date. This is impacting our HR operations and needs immediate resolution. We request someone from the concerned team to connect with the HRMS support team and work together to identify and fix the issue at the earliest. Please treat this as a priority and keep us updated on the progress. AP1245 ^ Yathish S P","We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

","We took a remote session with the user and found that there is an issue where the attendance data for one employee is not being pushed to the third-party table.

Upon investigation, we found that the data for this employee is available in iApp but not in the third-party table. During troubleshooting, we identified that multiple changes were made for this employee—such as an updated employee code—and the date of joining was not entered. As a result, the employee's data was not pushed.

To resolve the issue and push the missing data manually, we executed the queries shown in the attached snapshots and successfully moved the data to the third-party table.

"
T030486,NetXsControl Ent.,netxs softwrae issues,"Dear Team,

                          We are facing continuously problem in Netxs application operation, issue detail below mentioned.

 

1.       Assign door punch automatically remove from controller.

2.       “All access” group not apply to  all door

 

Kindly help us to permanently rectify below issues to run the system smoothly","Duplicate ticket 
reference ticket no : T030458",Duplicate ticket reference ticket no : T030458
T030486,NetXsControl Ent.,netxs softwrae issues,"Dear Team,

                          We are facing continuously problem in Netxs application operation, issue detail below mentioned.

 

1.       Assign door punch automatically remove from controller.

2.       “All access” group not apply to  all door

 

Kindly help us to permanently rectify below issues to run the system smoothly","Duplicate ticket 
reference ticket no : T030458",Duplicate ticket reference ticket no : T030458
T030486,NetXsControl Ent.,netxs softwrae issues,"Dear Team,

                          We are facing continuously problem in Netxs application operation, issue detail below mentioned.

 

1.       Assign door punch automatically remove from controller.

2.       “All access” group not apply to  all door

 

Kindly help us to permanently rectify below issues to run the system smoothly",Duplicate ticket reference ticket no : T030458,Duplicate ticket reference ticket no : T030458
T030487,iApp,Face reader not detecting faces,"Face reader not detecting faces
Sidhappa : 9886164638","As per today's remote session, we identified that the issue was due to an incorrect IP configuration on the face reader device. We have updated it with the correct IP address and performed a sample punch to verify the functionality hence reported issue has been resolved.","As per today's remote session, we identified that the issue was due to an incorrect IP configuration on the face reader device. We have updated it with the correct IP address and performed a sample punch to verify the functionality hence reported issue has been resolved."
T030489,NetXsControl Ent.,Data not  Downloading properly,Data not  Downloading properly,As per remote session we have connected and check and found data is not happening in software so we have start downloading in software and not it is working properly.,As per remote session we have connected and check and found data is not happening in software so we have start downloading in software and not it is working properly.
T030490,NetXsControl Ent.,Live transactions not showing,"Live transactions not showing
Maksood from intek : 9900486690",there live transaction is not woring in new work station ,"As per today's remote session , live transaction is not showing. We told them in client pc where NetXs is downloading is not there; we can only see the transaction history. Also, some users having new card assigned were not able to punch. We tried adding new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend"
T030490,NetXsControl Ent.,Live transactions not showing,"Live transactions not showing
Maksood from intek : 9900486690",client will be available tomorrow,"As per today's remote session , live transaction is not showing. We told them in client pc where NetXs is downloading is not there; we can only see the transaction history. Also, some users having new card assigned were not able to punch. We tried adding new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend"
T030490,NetXsControl Ent.,Live transactions not showing,"Live transactions not showing
Maksood from intek : 9900486690",as per telecom with Mr makshood sd client will be avilable on monday then we will connect accordingly,"As per today's remote session , live transaction is not showing. We told them in client pc where NetXs is downloading is not there; we can only see the transaction history. Also, some users having new card assigned were not able to punch. We tried adding new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend"
T030490,NetXsControl Ent.,Live transactions not showing,"Live transactions not showing
Maksood from intek : 9900486690",client will be avilable on monday,"As per today's remote session , live transaction is not showing. We told them in client pc where NetXs is downloading is not there; we can only see the transaction history. Also, some users having new card assigned were not able to punch. We tried adding new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend"
T030490,NetXsControl Ent.,Live transactions not showing,"Live transactions not showing
Maksood from intek : 9900486690",As per today's telecom with Mr. Makshood client will be again available tomorrow,"As per today's remote session , live transaction is not showing. We told them in client pc where NetXs is downloading is not there; we can only see the transaction history. Also, some users having new card assigned were not able to punch. We tried adding new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend"
T030490,NetXsControl Ent.,Live transactions not showing,"Live transactions not showing
Maksood from intek : 9900486690","As per today's remote session , live transaction is not showing we told them in client pc where netxs downloading is not there we only can see the transaction history. Also, some users having new card assigned were not able to punch. We tried added new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend ","As per today's remote session , live transaction is not showing. We told them in client pc where NetXs is downloading is not there; we can only see the transaction history. Also, some users having new card assigned were not able to punch. We tried adding new cards with assigned access and rechecking, which was working fine. as i checked with my internal team, if reader is not accepting a card, there punch details will not get store in backend"
T030492,,Request for IAPP application software link,"Dear Team, Kindly provide the latest iApp software download link for our new client's installation. Thanks &",Auto generated ticket for Communication between partner and project team.,"Auto generated ticket for Communication between partner and project team.

"
T030493,ARSWin-Net,Support required for ARSWIN software for Leave and OD apply Regarding,"Hello Team,This is to inform you that we are facing some issues and queries regarding the ARSWIN software/application, for this requires your remote support for the same !We would request you to please arrange the remote support for the same as soon as possible.Thanks &","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number T030085 for further resolution.
","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number T030085 for further resolution."
T030493,ARSWin-Net,Support required for ARSWIN software for Leave and OD apply Regarding,"Hello Team,This is to inform you that we are facing some issues and queries regarding the ARSWIN software/application, for this requires your remote support for the same !We would request you to please arrange the remote support for the same as soon as possible.Thanks &",Ticket Details Changed,"This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number T030085 for further resolution."
T030494,,Support request,"Hi Team,We have installed 2door controller around 15 nos and biometric around 16 nos.Unable to generate report kindly help us to solve this issue.RegardsChethan kumar P G Mac Technologies Mob : 7019328456",,
